year,statefips,metrofips,geo_area,cicp_initiative,occ,occ_title,jobs
2028,00,14020,Bloomington MSA,Finance,19-1012,Food Scientists and Technologists,0.0
2028,00,14020,Bloomington MSA,Finance,19-1013,Soil and Plant Scientists,0.0
2028,00,14020,Bloomington MSA,Finance,19-1021,Biochemists and Biophysicists,0.0
2028,00,14020,Bloomington MSA,Finance,19-1022,Microbiologists,0.0
2028,00,14020,Bloomington MSA,Finance,19-1023,Zoologists and Wildlife Biologists,0.0
2028,00,14020,Bloomington MSA,Finance,19-1029,"Biological Scientists, All Other",0.0
2028,00,14020,Bloomington MSA,Finance,19-1031,Conservation Scientists,0.0
2028,00,14020,Bloomington MSA,Finance,19-1032,Foresters,0.0
2028,00,14020,Bloomington MSA,Finance,19-1041,Epidemiologists,0.0
2028,00,14020,Bloomington MSA,Finance,19-1042,"Medical Scientists, Except Epidemiologists",0.0
2028,00,14020,Bloomington MSA,Finance,19-1099,"Life Scientists, All Other",0.0
2028,00,14020,Bloomington MSA,Finance,19-2011,Astronomers,0.0
2028,00,14020,Bloomington MSA,Finance,19-2012,Physicists,0.0
2028,00,14020,Bloomington MSA,Finance,19-2021,Atmospheric and Space Scientists,0.0
2028,00,14020,Bloomington MSA,Finance,19-2031,Chemists,0.0
2028,00,14020,Bloomington MSA,Finance,19-2032,Materials Scientists,0.0
2028,00,14020,Bloomington MSA,Finance,19-2041,"Environmental Scientists and Specialists, Including Health",0.0
2028,00,14020,Bloomington MSA,Finance,19-2042,"Geoscientists, Except Hydrologists and Geographers",0.0
2028,00,14020,Bloomington MSA,Finance,19-2043,Hydrologists,0.0
2028,00,14020,Bloomington MSA,Finance,19-2099,"Physical Scientists, All Other",0.0
2028,00,14020,Bloomington MSA,Finance,19-4012,Agricultural Technicians,0.0
2028,00,14020,Bloomington MSA,Finance,19-4013,Food Science Technicians,0.0
2028,00,14020,Bloomington MSA,Finance,19-4021,Biological Technicians,0.0
2028,00,14020,Bloomington MSA,Finance,19-4031,Chemical Technicians,0.0
2028,00,14020,Bloomington MSA,Finance,19-4042,"Environmental Science and Protection Technicians, Including Health",0.0
2028,00,14020,Bloomington MSA,Finance,19-4043,"Geological Technicians, Except Hydrologic Technicians",0.0
2028,00,14020,Bloomington MSA,Finance,19-4044,Hydrologic Technicians,0.0
2028,00,14020,Bloomington MSA,Finance,19-4051,Nuclear Technicians,0.0
2028,00,14020,Bloomington MSA,Finance,19-4071,Forest and Conservation Technicians,0.0
2028,00,14020,Bloomington MSA,Finance,19-4092,Forensic Science Technicians,0.0
2028,00,14020,Bloomington MSA,Finance,19-4099,"Life, Physical, and Social Science Technicians, All Other",0.0
2028,00,14020,Bloomington MSA,Finance,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.0
2028,00,14020,Bloomington MSA,Finance,41-9031,Sales Engineers,0.0
2028,00,14020,Bloomington MSA,Healthcare,11-3021,Computer and Information Systems Managers,9.67409660340426
2028,00,14020,Bloomington MSA,Healthcare,11-9041,Architectural and Engineering Managers,0.0
2028,00,14020,Bloomington MSA,Healthcare,11-9121,Natural Sciences Managers,3.0973161256
2028,00,14020,Bloomington MSA,Healthcare,15-1211,Computer Systems Analysts,26.291081623820197
2028,00,14020,Bloomington MSA,Healthcare,15-1212,Information Security Analysts,2.74468352978
2028,00,14020,Bloomington MSA,Healthcare,15-1221,Computer and Information Research Scientists,0.0
2028,00,14020,Bloomington MSA,Healthcare,15-1231,Computer Network Support Specialists,4.04162722736
2028,00,14020,Bloomington MSA,Healthcare,15-1232,Computer User Support Specialists,45.8026477404954
2028,00,14020,Bloomington MSA,Healthcare,15-1241,Computer Network Architects,17.6659168093314
2028,00,14020,Bloomington MSA,Healthcare,15-1242,Database Administrators,5.59386502004
2028,00,14020,Bloomington MSA,Healthcare,15-1243,Database Architects,0.0
2028,00,14020,Bloomington MSA,Healthcare,15-1244,Network and Computer Systems Administrators,6.71853243636464
2028,00,14020,Bloomington MSA,Healthcare,15-1251,Computer Programmers,8.91020108844
2028,00,14020,Bloomington MSA,Healthcare,15-1252,Software Developers,3.69961729246
2028,00,14020,Bloomington MSA,Healthcare,15-1253,Software Quality Assurance Analysts and Testers,0.0
2028,00,14020,Bloomington MSA,Healthcare,15-1254,Web Developers,0.0
2028,00,14020,Bloomington MSA,Healthcare,15-1255,Web and Digital Interface Designers,0.0
2028,00,14020,Bloomington MSA,Healthcare,15-1299,"Computer Occupations, All Other",3.94384109486
2028,00,14020,Bloomington MSA,Healthcare,15-2011,Actuaries,0.0
2028,00,14020,Bloomington MSA,Healthcare,15-2021,Mathematicians,0.0
2028,00,14020,Bloomington MSA,Healthcare,15-2031,Operations Research Analysts,7.77515414572
2028,00,14020,Bloomington MSA,Healthcare,15-2041,Statisticians,14.584421135731581
2028,00,14020,Bloomington MSA,Healthcare,15-2051,Data Scientists,4.88874390654
2028,00,14020,Bloomington MSA,Healthcare,15-2099,"Mathematical Science Occupations, All Other",0.0
2028,00,14020,Bloomington MSA,Healthcare,17-1011,"Architects, Except Landscape and Naval",0.0
2028,00,14020,Bloomington MSA,Healthcare,17-1012,Landscape Architects,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-1021,Cartographers and Photogrammetrists,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-1022,Surveyors,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-2011,Aerospace Engineers,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-2021,Agricultural Engineers,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-2031,Bioengineers and Biomedical Engineers,4.36166769038
2028,00,14020,Bloomington MSA,Healthcare,17-2041,Chemical Engineers,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-2051,Civil Engineers,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-2061,Computer Hardware Engineers,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-2071,Electrical Engineers,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-2072,"Electronics Engineers, Except Computer",0.0
2028,00,14020,Bloomington MSA,Healthcare,17-2081,Environmental Engineers,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.0
2028,00,14020,Bloomington MSA,Healthcare,17-2112,Industrial Engineers,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-2121,Marine Engineers and Naval Architects,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-2131,Materials Engineers,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-2141,Mechanical Engineers,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",0.0
2028,00,14020,Bloomington MSA,Healthcare,17-2161,Nuclear Engineers,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-2171,Petroleum Engineers,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-2199,"Engineers, All Other",0.0
2028,00,14020,Bloomington MSA,Healthcare,17-3011,Architectural and Civil Drafters,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-3012,Electrical and Electronics Drafters,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-3013,Mechanical Drafters,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-3019,"Drafters, All Other",0.0
2028,00,14020,Bloomington MSA,Healthcare,17-3021,Aerospace Engineering and Operations Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-3022,Civil Engineering Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-3023,Electrical and Electronic Engineering Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-3025,Environmental Engineering Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-3026,Industrial Engineering Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-3027,Mechanical Engineering Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-3028,Calibration Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,Healthcare,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",0.0
2028,00,14020,Bloomington MSA,Healthcare,17-3031,Surveying and Mapping Technicians,0.0
2028,00,14020,Bloomington MSA,Healthcare,19-1011,Animal Scientists,0.0
2028,00,14020,Bloomington MSA,Healthcare,19-1012,Food Scientists and Technologists,0.0
2028,00,14020,Bloomington MSA,Healthcare,19-1013,Soil and Plant Scientists,0.0
2028,00,14020,Bloomington MSA,Healthcare,19-1021,Biochemists and Biophysicists,0.0
2028,00,14020,Bloomington MSA,Healthcare,19-1022,Microbiologists,0.0
2028,00,14020,Bloomington MSA,Healthcare,19-1023,Zoologists and Wildlife Biologists,0.0
2028,00,14020,Bloomington MSA,Healthcare,19-1029,"Biological Scientists, All Other",0.0
2028,00,14020,Bloomington MSA,Healthcare,19-1031,Conservation Scientists,0.0
2028,00,14020,Bloomington MSA,Healthcare,19-1032,Foresters,0.0
2028,00,14020,Bloomington MSA,Healthcare,19-1041,Epidemiologists,0.0
2028,00,14020,Bloomington MSA,Healthcare,19-1042,"Medical Scientists, Except Epidemiologists",27.895414024906202
2028,00,14020,Bloomington MSA,Healthcare,19-1099,"Life Scientists, All Other",0.0
2028,00,14020,Bloomington MSA,Healthcare,19-2011,Astronomers,0.0
2028,00,14020,Bloomington MSA,Healthcare,19-2012,Physicists,0.0
2028,00,14020,Bloomington MSA,Healthcare,19-2021,Atmospheric and Space Scientists,0.0
2028,00,14020,Bloomington MSA,Healthcare,19-2031,Chemists,0.0
2028,00,14020,Bloomington MSA,Healthcare,19-2032,Materials Scientists,0.0
2028,00,14020,Bloomington MSA,Healthcare,19-2041,"Environmental Scientists and Specialists, Including Health",0.0
2028,00,14020,Bloomington MSA,Healthcare,19-2042,"Geoscientists, Except Hydrologists and Geographers",0.0
2028,00,14020,Bloomington MSA,Healthcare,19-2043,Hydrologists,0.0
2028,00,14020,Bloomington MSA,Healthcare,19-2099,"Physical Scientists, All Other",0.0
2028,00,14020,Bloomington MSA,Healthcare,19-4012,Agricultural Technicians,0.0
2028,00,14020,Bloomington MSA,Healthcare,19-4013,Food Science Technicians,0.0
2028,00,14020,Bloomington MSA,Healthcare,19-4021,Biological Technicians,8.81090772638
2028,00,14020,Bloomington MSA,Healthcare,19-4031,Chemical Technicians,0.0
2028,00,14020,Bloomington MSA,Healthcare,19-4042,"Environmental Science and Protection Technicians, Including Health",0.0
2028,00,14020,Bloomington MSA,Healthcare,19-4043,"Geological Technicians, Except Hydrologic Technicians",0.0
2028,00,14020,Bloomington MSA,Healthcare,19-4044,Hydrologic Technicians,0.0
2028,00,14020,Bloomington MSA,Healthcare,19-4051,Nuclear Technicians,0.0
2028,00,14020,Bloomington MSA,Healthcare,19-4071,Forest and Conservation Technicians,0.0
2028,00,14020,Bloomington MSA,Healthcare,19-4092,Forensic Science Technicians,0.0
2028,00,14020,Bloomington MSA,Healthcare,19-4099,"Life, Physical, and Social Science Technicians, All Other",0.0
2028,00,14020,Bloomington MSA,Healthcare,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.0
2028,00,14020,Bloomington MSA,Healthcare,41-9031,Sales Engineers,0.0
2028,00,14020,Bloomington MSA,TechPoint,11-3021,Computer and Information Systems Managers,49.224111928915406
2028,00,14020,Bloomington MSA,TechPoint,11-9041,Architectural and Engineering Managers,3.503165709102434
2028,00,14020,Bloomington MSA,TechPoint,11-9121,Natural Sciences Managers,0.0
2028,00,14020,Bloomington MSA,TechPoint,15-1211,Computer Systems Analysts,47.9138303530712
2028,00,14020,Bloomington MSA,TechPoint,15-1212,Information Security Analysts,15.096213487694461
2028,00,14020,Bloomington MSA,TechPoint,15-1221,Computer and Information Research Scientists,19.89277705071842
2028,00,14020,Bloomington MSA,TechPoint,15-1231,Computer Network Support Specialists,34.40820941087507
2028,00,14020,Bloomington MSA,TechPoint,15-1232,Computer User Support Specialists,155.1719177948162
2028,00,14020,Bloomington MSA,TechPoint,15-1241,Computer Network Architects,146.80608392547882
2028,00,14020,Bloomington MSA,TechPoint,15-1242,Database Administrators,15.830473850716519
2028,00,14020,Bloomington MSA,TechPoint,15-1243,Database Architects,7.69843714112006
2028,00,14020,Bloomington MSA,TechPoint,15-1244,Network and Computer Systems Administrators,13.929164651684838
2028,00,14020,Bloomington MSA,TechPoint,15-1251,Computer Programmers,174.7887959664012
2028,00,14020,Bloomington MSA,TechPoint,15-1252,Software Developers,124.90670764842025
2028,00,14020,Bloomington MSA,TechPoint,15-1253,Software Quality Assurance Analysts and Testers,29.691918652508
2028,00,14020,Bloomington MSA,TechPoint,15-1254,Web Developers,6.66733603837048
2028,00,14020,Bloomington MSA,TechPoint,15-1255,Web and Digital Interface Designers,25.878141149960324
2028,00,14020,Bloomington MSA,TechPoint,15-1299,"Computer Occupations, All Other",16.58985145526384
2028,00,14020,Bloomington MSA,TechPoint,15-2011,Actuaries,0.0
2028,00,14020,Bloomington MSA,TechPoint,15-2021,Mathematicians,0.0
2028,00,14020,Bloomington MSA,TechPoint,15-2031,Operations Research Analysts,18.14058026926998
2028,00,14020,Bloomington MSA,TechPoint,15-2041,Statisticians,2.31679832415114
2028,00,14020,Bloomington MSA,TechPoint,15-2051,Data Scientists,9.846165154159559
2028,00,14020,Bloomington MSA,TechPoint,15-2099,"Mathematical Science Occupations, All Other",0.0
2028,00,14020,Bloomington MSA,TechPoint,17-1011,"Architects, Except Landscape and Naval",0.0
2028,00,14020,Bloomington MSA,TechPoint,17-1012,Landscape Architects,0.0
2028,00,14020,Bloomington MSA,TechPoint,17-1021,Cartographers and Photogrammetrists,0.0
2028,00,14020,Bloomington MSA,TechPoint,17-1022,Surveyors,0.0
2028,00,14020,Bloomington MSA,TechPoint,17-2011,Aerospace Engineers,0.01542357730154
2028,00,14020,Bloomington MSA,TechPoint,17-2021,Agricultural Engineers,0.0
2028,00,14020,Bloomington MSA,TechPoint,17-2031,Bioengineers and Biomedical Engineers,0.239177282824
2028,00,14020,Bloomington MSA,TechPoint,17-2041,Chemical Engineers,0.0
2028,00,14020,Bloomington MSA,TechPoint,17-2051,Civil Engineers,0.0
2028,00,14020,Bloomington MSA,TechPoint,17-2061,Computer Hardware Engineers,3.9728423052027995
2028,00,14020,Bloomington MSA,TechPoint,17-2071,Electrical Engineers,19.25837837984948
2028,00,14020,Bloomington MSA,TechPoint,17-2072,"Electronics Engineers, Except Computer",19.88320951099822
2028,00,14020,Bloomington MSA,TechPoint,17-2081,Environmental Engineers,0.0
2028,00,14020,Bloomington MSA,TechPoint,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.0
2028,00,14020,Bloomington MSA,TechPoint,17-2112,Industrial Engineers,17.49579844304954
2028,00,14020,Bloomington MSA,TechPoint,17-2121,Marine Engineers and Naval Architects,0.0
2028,00,14020,Bloomington MSA,TechPoint,17-2131,Materials Engineers,0.0
2028,00,14020,Bloomington MSA,TechPoint,17-2141,Mechanical Engineers,7.563690499735218
2028,00,14020,Bloomington MSA,TechPoint,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",0.0
2028,00,14020,Bloomington MSA,TechPoint,17-2161,Nuclear Engineers,0.0
2028,00,14020,Bloomington MSA,TechPoint,17-2171,Petroleum Engineers,0.0
2028,00,14020,Bloomington MSA,TechPoint,17-2199,"Engineers, All Other",0.1229482497713
2028,00,14020,Bloomington MSA,TechPoint,17-3011,Architectural and Civil Drafters,0.0
2028,00,14020,Bloomington MSA,TechPoint,17-3012,Electrical and Electronics Drafters,0.0
2028,00,14020,Bloomington MSA,TechPoint,17-3013,Mechanical Drafters,0.0
2028,00,14020,Bloomington MSA,TechPoint,17-3019,"Drafters, All Other",0.0
2028,00,14020,Bloomington MSA,TechPoint,17-3021,Aerospace Engineering and Operations Technologists and Technicians,6.184849410839601
2028,00,14020,Bloomington MSA,TechPoint,17-3022,Civil Engineering Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,TechPoint,17-3023,Electrical and Electronic Engineering Technologists and Technicians,16.6206177920962
2028,00,14020,Bloomington MSA,TechPoint,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,TechPoint,17-3025,Environmental Engineering Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,TechPoint,17-3026,Industrial Engineering Technologists and Technicians,8.9781847416746
2028,00,14020,Bloomington MSA,TechPoint,17-3027,Mechanical Engineering Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,TechPoint,17-3028,Calibration Technologists and Technicians,0.00910768275218
2028,00,14020,Bloomington MSA,TechPoint,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",0.0
2028,00,14020,Bloomington MSA,TechPoint,17-3031,Surveying and Mapping Technicians,0.0
2028,00,14020,Bloomington MSA,TechPoint,19-1011,Animal Scientists,0.0
2028,00,14020,Bloomington MSA,TechPoint,19-1012,Food Scientists and Technologists,0.0
2028,00,14020,Bloomington MSA,TechPoint,19-1013,Soil and Plant Scientists,0.0
2028,00,14020,Bloomington MSA,TechPoint,19-1021,Biochemists and Biophysicists,0.0
2028,00,14020,Bloomington MSA,TechPoint,19-1022,Microbiologists,0.0
2028,00,14020,Bloomington MSA,TechPoint,19-1023,Zoologists and Wildlife Biologists,0.0
2028,00,14020,Bloomington MSA,TechPoint,19-1029,"Biological Scientists, All Other",0.0
2028,00,14020,Bloomington MSA,TechPoint,19-1031,Conservation Scientists,0.0
2028,00,14020,Bloomington MSA,TechPoint,19-1032,Foresters,0.0
2028,00,14020,Bloomington MSA,TechPoint,19-1041,Epidemiologists,0.0
2028,00,14020,Bloomington MSA,TechPoint,19-1042,"Medical Scientists, Except Epidemiologists",0.0
